label,seq_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,CTA_TILE_Q,CTA_TILE_KV,NUM_MMA_Q,NUM_MMA_KV,NUM_WARPS_Q,NUM_WARPS_KV,ms,tflops
[experiment] llama3_8b_num_mma_kv_8,7424,8,32,8,128,16,128,128,2,8,4,1,78.9153,45.771
[experiment] llama3_8b_num_mma_kv_8,7552,8,32,8,128,16,128,128,2,8,4,1,81.8919,45.642
[experiment] llama3_8b_num_mma_kv_8,7680,8,32,8,128,16,128,128,2,8,4,1,84.3576,45.822
[experiment] llama3_8b_num_mma_kv_8,7808,8,32,8,128,16,128,128,2,8,4,1,87.3678,45.731
[experiment] llama3_8b_num_mma_kv_8,7936,8,32,8,128,16,128,128,2,8,4,1,90.0377,45.842
[experiment] llama3_8b_num_mma_kv_8,8064,8,32,8,128,16,128,128,2,8,4,1,93.2559,45.699
[experiment] llama3_8b_num_mma_kv_8,8192,8,32,8,128,16,128,128,2,8,4,1,95.9309,45.846
[experiment] llama3_70b_num_mma_kv_8,128,8,64,8,128,16,128,128,2,8,4,1,0.1849,11.612
[experiment] llama3_70b_num_mma_kv_8,256,8,64,8,128,16,128,128,2,8,4,1,0.4655,18.452
[experiment] llama3_70b_num_mma_kv_8,384,8,64,8,128,16,128,128,2,8,4,1,0.7968,24.256
[experiment] llama3_70b_num_mma_kv_8,512,8,64,8,128,16,128,128,2,8,4,1,1.2026,28.57
[experiment] llama3_70b_num_mma_kv_8,640,8,64,8,128,16,128,128,2,8,4,1,1.749,30.696
[experiment] llama3_70b_num_mma_kv_8,768,8,64,8,128,16,128,128,2,8,4,1,2.3635,32.709
[experiment] llama3_70b_num_mma_kv_8,896,8,64,8,128,16,128,128,2,8,4,1,3.065,34.332
[experiment] llama3_70b_num_mma_kv_8,1024,8,64,8,128,16,128,128,2,8,4,1,3.8175,36.002
[experiment] llama3_70b_num_mma_kv_8,1152,8,64,8,128,16,128,128,2,8,4,1,4.6947,37.052
[experiment] llama3_70b_num_mma_kv_8,1280,8,64,8,128,16,128,128,2,8,4,1,5.6694,37.879
[experiment] llama3_70b_num_mma_kv_8,1408,8,64,8,128,16,128,128,2,8,4,1,6.7217,38.657
[experiment] llama3_70b_num_mma_kv_8,1536,8,64,8,128,16,128,128,2,8,4,1,7.8116,39.587
[experiment] llama3_70b_num_mma_kv_8,1664,8,64,8,128,16,128,128,2,8,4,1,8.9964,40.341
[experiment] llama3_70b_num_mma_kv_8,1792,8,64,8,128,16,128,128,2,8,4,1,10.2766,40.958
[experiment] llama3_70b_num_mma_kv_8,1920,8,64,8,128,16,128,128,2,8,4,1,11.6505,41.473
[experiment] llama3_70b_num_mma_kv_8,2048,8,64,8,128,16,128,128,2,8,4,1,13.1062,41.946
[experiment] llama3_70b_num_mma_kv_8,2176,8,64,8,128,16,128,128,2,8,4,1,14.6447,42.379
[experiment] llama3_70b_num_mma_kv_8,2304,8,64,8,128,16,128,128,2,8,4,1,16.3322,42.602
[experiment] llama3_70b_num_mma_kv_8,2432,8,64,8,128,16,128,128,2,8,4,1,18.0173,43.028
[experiment] llama3_70b_num_mma_kv_8,2560,8,64,8,128,16,128,128,2,8,4,1,19.7937,43.397
[experiment] llama3_70b_num_mma_kv_8,2688,8,64,8,128,16,128,128,2,8,4,1,21.7044,43.634
[experiment] llama3_70b_num_mma_kv_8,2816,8,64,8,128,16,128,128,2,8,4,1,23.6563,43.937
[experiment] llama3_70b_num_mma_kv_8,2944,8,64,8,128,16,128,128,2,8,4,1,25.7901,44.049
[experiment] llama3_70b_num_mma_kv_8,3072,8,64,8,128,16,128,128,2,8,4,1,27.9715,44.222
[experiment] llama3_70b_num_mma_kv_8,3200,8,64,8,128,16,128,128,2,8,4,1,30.1704,44.487
[experiment] llama3_70b_num_mma_kv_8,3328,8,64,8,128,16,128,128,2,8,4,1,32.5074,44.658
[experiment] llama3_70b_num_mma_kv_8,3456,8,64,8,128,16,128,128,2,8,4,1,34.958,44.783
[experiment] llama3_70b_num_mma_kv_8,3584,8,64,8,128,16,128,128,2,8,4,1,37.5242,44.868
[experiment] llama3_70b_num_mma_kv_8,3712,8,64,8,128,16,128,128,2,8,4,1,40.1306,45.004
[experiment] llama3_70b_num_mma_kv_8,3840,8,64,8,128,16,128,128,2,8,4,1,42.797,45.16
[experiment] llama3_70b_num_mma_kv_8,3968,8,64,8,128,16,128,128,2,8,4,1,45.6347,45.223
[experiment] llama3_70b_num_mma_kv_8,4096,8,64,8,128,16,128,128,2,8,4,1,48.5161,45.326
[experiment] llama3_70b_num_mma_kv_8,4224,8,64,8,128,16,128,128,2,8,4,1,51.4238,45.477
[experiment] llama3_70b_num_mma_kv_8,4352,8,64,8,128,16,128,128,2,8,4,1,54.5016,45.549
[experiment] llama3_70b_num_mma_kv_8,4480,8,64,8,128,16,128,128,2,8,4,1,57.6575,45.626
[experiment] llama3_70b_num_mma_kv_8,4608,8,64,8,128,16,128,128,2,8,4,1,60.9626,45.653
[experiment] llama3_70b_num_mma_kv_8,4736,8,64,8,128,16,128,128,2,8,4,1,64.2886,45.73
[experiment] llama3_70b_num_mma_kv_8,4864,8,64,8,128,16,128,128,2,8,4,1,67.7581,45.765
[experiment] llama3_70b_num_mma_kv_8,4992,8,64,8,128,16,128,128,2,8,4,1,71.245,45.846
[experiment] llama3_70b_num_mma_kv_8,5120,8,64,8,128,16,128,128,2,8,4,1,74.9329,45.854
[experiment] llama3_70b_num_mma_kv_8,5248,8,64,8,128,16,128,128,2,8,4,1,78.6743,45.884
[experiment] llama3_70b_num_mma_kv_8,5376,8,64,8,128,16,128,128,2,8,4,1,82.5446,45.892
[experiment] llama3_70b_num_mma_kv_8,5504,8,64,8,128,16,128,128,2,8,4,1,86.414,45.95
[experiment] llama3_70b_num_mma_kv_8,5632,8,64,8,128,16,128,128,2,8,4,1,90.4291,45.976
[experiment] llama3_70b_num_mma_kv_8,5760,8,64,8,128,16,128,128,2,8,4,1,94.5425,45.997
[experiment] llama3_70b_num_mma_kv_8,5888,8,64,8,128,16,128,128,2,8,4,1,98.7191,46.03
[experiment] llama3_70b_num_mma_kv_8,6016,8,64,8,128,16,128,128,2,8,4,1,103.0698,46.025
[experiment] llama3_70b_num_mma_kv_8,6144,8,64,8,128,16,128,128,2,8,4,1,107.2914,46.116
[experiment] llama3_70b_num_mma_kv_8,6272,8,64,8,128,16,128,128,2,8,4,1,111.7981,46.12
[experiment] llama3_70b_num_mma_kv_8,6400,8,64,8,128,16,128,128,2,8,4,1,116.3667,46.136
[experiment] llama3_70b_num_mma_kv_8,6528,8,64,8,128,16,128,128,2,8,4,1,120.9183,46.193
[experiment] llama3_70b_num_mma_kv_8,6656,8,64,8,128,16,128,128,2,8,4,1,125.5975,46.233
[experiment] llama3_70b_num_mma_kv_8,6784,8,64,8,128,16,128,128,2,8,4,1,130.4275,46.25
[experiment] llama3_70b_num_mma_kv_8,6912,8,64,8,128,16,128,128,2,8,4,1,135.3029,46.282
[experiment] llama3_70b_num_mma_kv_8,7040,8,64,8,128,16,128,128,2,8,4,1,140.2709,46.311
[experiment] llama3_70b_num_mma_kv_8,7168,8,64,8,128,16,128,128,2,8,4,1,145.3861,46.322
[experiment] llama3_70b_num_mma_kv_8,7296,8,64,8,128,16,128,128,2,8,4,1,150.505,46.358
[experiment] llama3_70b_num_mma_kv_8,7424,8,64,8,128,16,128,128,2,8,4,1,155.765,46.378
[experiment] llama3_70b_num_mma_kv_8,7552,8,64,8,128,16,128,128,2,8,4,1,161.121,46.396
[experiment] llama3_70b_num_mma_kv_8,7680,8,64,8,128,16,128,128,2,8,4,1,166.5767,46.411
[experiment] llama3_70b_num_mma_kv_8,7808,8,64,8,128,16,128,128,2,8,4,1,172.037,46.448
[experiment] llama3_70b_num_mma_kv_8,7936,8,64,8,128,16,128,128,2,8,4,1,177.7045,46.453
[experiment] llama3_70b_num_mma_kv_8,8064,8,64,8,128,16,128,128,2,8,4,1,183.4442,46.463
[experiment] llama3_70b_num_mma_kv_8,8192,8,64,8,128,16,128,128,2,8,4,1,189.2259,46.485
[baseline_after] llama3_8b,128,8,32,8,128,16,128,32,2,2,4,1,0.0572,18.758
[baseline_after] llama3_8b,256,8,32,8,128,16,128,32,2,2,4,1,0.1338,32.1
[baseline_after] llama3_8b,384,8,32,8,128,16,128,32,2,2,4,1,0.2407,40.153
[baseline_after] llama3_8b,512,8,32,8,128,16,128,32,2,2,4,1,0.3711,46.296
[baseline_after] llama3_8b,640,8,32,8,128,16,128,32,2,2,4,1,0.5291,50.734
[baseline_after] llama3_8b,768,8,32,8,128,16,128,32,2,2,4,1,0.725,53.315
[baseline_after] llama3_8b,896,8,32,8,128,16,128,32,2,2,4,1,0.9486,55.465
[baseline_after] llama3_8b,1024,8,32,8,128,16,128,32,2,2,4,1,1.2079,56.89
[baseline_after] llama3_8b,1152,8,32,8,128,16,128,32,2,2,4,1,1.5088,57.642
[baseline_after] llama3_8b,1280,8,32,8,128,16,128,32,2,2,4,1,1.8348,58.52
[baseline_after] llama3_8b,1408,8,32,8,128,16,128,32,2,2,4,1,2.1637,60.046
[baseline_after] llama3_8b,1536,8,32,8,128,16,128,32,2,2,4,1,2.585,59.814
[baseline_after] llama3_8b,1664,8,32,8,128,16,128,32,2,2,4,1,2.982,60.852
[baseline_after] llama3_8b,1792,8,32,8,128,16,128,32,2,2,4,1,3.4216,61.507
[baseline_after] llama3_8b,1920,8,32,8,128,16,128,32,2,2,4,1,3.8962,62.006
[baseline_after] llama3_8b,2048,8,32,8,128,16,128,32,2,2,4,1,4.4312,62.033
[baseline_after] llama3_8b,2176,8,32,8,128,16,128,32,2,2,4,1,4.9983,62.084
[baseline_after] llama3_8b,2304,8,32,8,128,16,128,32,2,2,4,1,5.5903,62.232
[baseline_after] llama3_8b,2432,8,32,8,128,16,128,32,2,2,4,1,6.2132,62.387
[baseline_after] llama3_8b,2560,8,32,8,128,16,128,32,2,2,4,1,6.8553,62.652
[baseline_after] llama3_8b,2688,8,32,8,128,16,128,32,2,2,4,1,7.5132,63.025
[baseline_after] llama3_8b,2816,8,32,8,128,16,128,32,2,2,4,1,8.198,63.393
[baseline_after] llama3_8b,2944,8,32,8,128,16,128,32,2,2,4,1,8.9099,63.75
[baseline_after] llama3_8b,3072,8,32,8,128,16,128,32,2,2,4,1,9.6653,63.989
[baseline_after] llama3_8b,3200,8,32,8,128,16,128,32,2,2,4,1,10.4721,64.084
[baseline_after] llama3_8b,3328,8,32,8,128,16,128,32,2,2,4,1,11.3053,64.205
[baseline_after] llama3_8b,3456,8,32,8,128,16,128,32,2,2,4,1,12.1478,64.436
[baseline_after] llama3_8b,3584,8,32,8,128,16,128,32,2,2,4,1,13.0323,64.594
[baseline_after] llama3_8b,3712,8,32,8,128,16,128,32,2,2,4,1,13.9367,64.794
[baseline_after] llama3_8b,3840,8,32,8,128,16,128,32,2,2,4,1,14.9125,64.802
[baseline_after] llama3_8b,3968,8,32,8,128,16,128,32,2,2,4,1,15.9111,64.852
[baseline_after] llama3_8b,4096,8,32,8,128,16,128,32,2,2,4,1,16.9615,64.824
[baseline_after] llama3_8b,4224,8,32,8,128,16,128,32,2,2,4,1,18.0013,64.957
[baseline_after] llama3_8b,4352,8,32,8,128,16,128,32,2,2,4,1,19.0712,65.085
[baseline_after] llama3_8b,4480,8,32,8,128,16,128,32,2,2,4,1,20.1389,65.313
[baseline_after] llama3_8b,4608,8,32,8,128,16,128,32,2,2,4,1,21.2957,65.345
[baseline_after] llama3_8b,4736,8,32,8,128,16,128,32,2,2,4,1,22.4682,65.424
[baseline_after] llama3_8b,4864,8,32,8,128,16,128,32,2,2,4,1,23.6561,65.543
[baseline_after] llama3_8b,4992,8,32,8,128,16,128,32,2,2,4,1,24.899,65.591
[baseline_after] llama3_8b,5120,8,32,8,128,16,128,32,2,2,4,1,26.2107,65.545
[baseline_after] llama3_8b,5248,8,32,8,128,16,128,32,2,2,4,1,27.5079,65.616
[baseline_after] llama3_8b,5376,8,32,8,128,16,128,32,2,2,4,1,28.8262,65.707
[baseline_after] llama3_8b,5504,8,32,8,128,16,128,32,2,2,4,1,30.2305,65.674
[baseline_after] llama3_8b,5632,8,32,8,128,16,128,32,2,2,4,1,31.6742,65.63
[baseline_after] llama3_8b,5760,8,32,8,128,16,128,32,2,2,4,1,33.1019,65.686
[baseline_after] llama3_8b,5888,8,32,8,128,16,128,32,2,2,4,1,34.579,65.706
[baseline_after] llama3_8b,6016,8,32,8,128,16,128,32,2,2,4,1,36.0776,65.744
[baseline_after] llama3_8b,6144,8,32,8,128,16,128,32,2,2,4,1,37.6072,65.783
[baseline_after] llama3_8b,6272,8,32,8,128,16,128,32,2,2,4,1,39.1725,65.813
[baseline_after] llama3_8b,6400,8,32,8,128,16,128,32,2,2,4,1,40.7291,65.908
[baseline_after] llama3_8b,6528,8,32,8,128,16,128,32,2,2,4,1,42.3566,65.935
[baseline_after] llama3_8b,6656,8,32,8,128,16,128,32,2,2,4,1,44.0111,65.97
[baseline_after] llama3_8b,6784,8,32,8,128,16,128,32,2,2,4,1,45.7028,65.995
[baseline_after] llama3_8b,6912,8,32,8,128,16,128,32,2,2,4,1,47.3924,66.066
[baseline_after] llama3_8b,7040,8,32,8,128,16,128,32,2,2,4,1,49.1323,66.109
[baseline_after] llama3_8b,7168,8,32,8,128,16,128,32,2,2,4,1,50.8925,66.164
[baseline_after] llama3_8b,7296,8,32,8,128,16,128,32,2,2,4,1,52.7138,66.18
[baseline_after] llama3_8b,7424,8,32,8,128,16,128,32,2,2,4,1,54.563,66.2
[baseline_after] llama3_8b,7552,8,32,8,128,16,128,32,2,2,4,1,56.406,66.264
[baseline_after] llama3_8b,7680,8,32,8,128,16,128,32,2,2,4,1,58.3289,66.27
[baseline_after] llama3_8b,7808,8,32,8,128,16,128,32,2,2,4,1,60.2344,66.331
[baseline_after] llama3_8b,7936,8,32,8,128,16,128,32,2,2,4,1,62.2242,66.332
[baseline_after] llama3_8b,8064,8,32,8,128,16,128,32,2,2,4,1,64.2055,66.376
[baseline_after] llama3_8b,8192,8,32,8,128,16,128,32,2,2,4,1,66.2253,66.41
[baseline_after] llama3_70b,128,8,64,8,128,16,128,32,2,2,4,1,0.0927,23.162
[baseline_after] llama3_70b,256,8,64,8,128,16,128,32,2,2,4,1,0.233,36.861
[baseline_after] llama3_70b,384,8,64,8,128,16,128,32,2,2,4,1,0.4374,44.183
[baseline_after] llama3_70b,512,8,64,8,128,16,128,32,2,2,4,1,0.6878,49.958
[baseline_after] llama3_70b,640,8,64,8,128,16,128,32,2,2,4,1,1.0189,52.691
[baseline_after] llama3_70b,768,8,64,8,128,16,128,32,2,2,4,1,1.3972,55.332
[baseline_after] llama3_70b,896,8,64,8,128,16,128,32,2,2,4,1,1.8888,55.711
[baseline_after] llama3_70b,1024,8,64,8,128,16,128,32,2,2,4,1,2.3788,57.777
[baseline_after] llama3_70b,1152,8,64,8,128,16,128,32,2,2,4,1,2.9799,58.374
[baseline_after] llama3_70b,1280,8,64,8,128,16,128,32,2,2,4,1,3.5941,59.751
[baseline_after] llama3_70b,1408,8,64,8,128,16,128,32,2,2,4,1,4.2813,60.693
[baseline_after] llama3_70b,1536,8,64,8,128,16,128,32,2,2,4,1,5.092,60.73
[baseline_after] llama3_70b,1664,8,64,8,128,16,128,32,2,2,4,1,5.9571,60.923
[baseline_after] llama3_70b,1792,8,64,8,128,16,128,32,2,2,4,1,6.8585,61.37
[baseline_after] llama3_70b,1920,8,64,8,128,16,128,32,2,2,4,1,7.8062,61.898
[baseline_after] llama3_70b,2048,8,64,8,128,16,128,32,2,2,4,1,8.789,62.55
[baseline_after] llama3_70b,2176,8,64,8,128,16,128,32,2,2,4,1,9.8502,63.006
[baseline_after] llama3_70b,2304,8,64,8,128,16,128,32,2,2,4,1,11.0037,63.232
[baseline_after] llama3_70b,2432,8,64,8,128,16,128,32,2,2,4,1,12.2193,63.444
[baseline_after] llama3_70b,2560,8,64,8,128,16,128,32,2,2,4,1,13.4807,63.72
[baseline_after] llama3_70b,2688,8,64,8,128,16,128,32,2,2,4,1,14.8154,63.923
[baseline_after] llama3_70b,2816,8,64,8,128,16,128,32,2,2,4,1,16.3167,63.7
[baseline_after] llama3_70b,2944,8,64,8,128,16,128,32,2,2,4,1,17.7806,63.891
[baseline_after] llama3_70b,3072,8,64,8,128,16,128,32,2,2,4,1,19.2825,64.149
[baseline_after] llama3_70b,3200,8,64,8,128,16,128,32,2,2,4,1,20.8611,64.339
[baseline_after] llama3_70b,3328,8,64,8,128,16,128,32,2,2,4,1,22.5097,64.492
[baseline_after] llama3_70b,3456,8,64,8,128,16,128,32,2,2,4,1,24.214,64.653
[baseline_after] llama3_70b,3584,8,64,8,128,16,128,32,2,2,4,1,26.0277,64.686
[baseline_after] llama3_70b,3712,8,64,8,128,16,128,32,2,2,4,1,27.8586,64.829
[baseline_after] llama3_70b,3840,8,64,8,128,16,128,32,2,2,4,1,29.7532,64.959
[baseline_after] llama3_70b,3968,8,64,8,128,16,128,32,2,2,4,1,31.6811,65.141
[baseline_after] llama3_70b,4096,8,64,8,128,16,128,32,2,2,4,1,33.7116,65.231
[baseline_after] llama3_70b,4224,8,64,8,128,16,128,32,2,2,4,1,35.8205,65.287
[baseline_after] llama3_70b,4352,8,64,8,128,16,128,32,2,2,4,1,37.9476,65.419
[baseline_after] llama3_70b,4480,8,64,8,128,16,128,32,2,2,4,1,40.1689,65.49
[baseline_after] llama3_70b,4608,8,64,8,128,16,128,32,2,2,4,1,42.4453,65.57
[baseline_after] llama3_70b,4736,8,64,8,128,16,128,32,2,2,4,1,44.7687,65.669
[baseline_after] llama3_70b,4864,8,64,8,128,16,128,32,2,2,4,1,47.1848,65.72
[baseline_after] llama3_70b,4992,8,64,8,128,16,128,32,2,2,4,1,49.6365,65.805
[baseline_after] llama3_70b,5120,8,64,8,128,16,128,32,2,2,4,1,52.1209,65.923
[baseline_after] llama3_70b,5248,8,64,8,128,16,128,32,2,2,4,1,54.73,65.959
[baseline_after] llama3_70b,5376,8,64,8,128,16,128,32,2,2,4,1,57.3703,66.03
[baseline_after] llama3_70b,5504,8,64,8,128,16,128,32,2,2,4,1,60.0578,66.115
[baseline_after] llama3_70b,5632,8,64,8,128,16,128,32,2,2,4,1,62.8139,66.188
[baseline_after] llama3_70b,5760,8,64,8,128,16,128,32,2,2,4,1,65.6694,66.22
[baseline_after] llama3_70b,5888,8,64,8,128,16,128,32,2,2,4,1,68.5785,66.261
[baseline_after] llama3_70b,6016,8,64,8,128,16,128,32,2,2,4,1,71.5071,66.34
[baseline_after] llama3_70b,6144,8,64,8,128,16,128,32,2,2,4,1,74.5159,66.399
[baseline_after] llama3_70b,6272,8,64,8,128,16,128,32,2,2,4,1,77.4051,66.612
[baseline_after] llama3_70b,6400,8,64,8,128,16,128,32,2,2,4,1,80.5151,66.68
[baseline_after] llama3_70b,6528,8,64,8,128,16,128,32,2,2,4,1,83.7187,66.719
[baseline_after] llama3_70b,6656,8,64,8,128,16,128,32,2,2,4,1,86.9815,66.759
[baseline_after] llama3_70b,6784,8,64,8,128,16,128,32,2,2,4,1,90.3382,66.774
[baseline_after] llama3_70b,6912,8,64,8,128,16,128,32,2,2,4,1,93.7446,66.799
[baseline_after] llama3_70b,7040,8,64,8,128,16,128,32,2,2,4,1,97.259,66.792
[baseline_after] llama3_70b,7168,8,64,8,128,16,128,32,2,2,4,1,100.6913,66.883
[baseline_after] llama3_70b,7296,8,64,8,128,16,128,32,2,2,4,1,104.307,66.891
[baseline_after] llama3_70b,7424,8,64,8,128,16,128,32,2,2,4,1,107.9736,66.906
[baseline_after] llama3_70b,7552,8,64,8,128,16,128,32,2,2,4,1,111.6623,66.946
[baseline_after] llama3_70b,7680,8,64,8,128,16,128,32,2,2,4,1,115.4002,66.992
[baseline_after] llama3_70b,7808,8,64,8,128,16,128,32,2,2,4,1,119.2438,67.012
[baseline_after] llama3_70b,7936,8,64,8,128,16,128,32,2,2,4,1,123.1096,67.053
[baseline_after] llama3_70b,8064,8,64,8,128,16,128,32,2,2,4,1,127.0844,67.069
[baseline_after] llama3_70b,8192,8,64,8,128,16,128,32,2,2,4,1,131.0105,67.14
