label,kv_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,dtype,use_tensor_cores,backend,fixed_split_size,requested_fixed_split_size,target_split_k,split_k_count,disable_split_kv,split_kv,kv_chunk_size_tokens,kv_chunk_size_pages,num_chunks_kv,CTA_TILE_Q,CTA_TILE_KV,NUM_MMA_Q,NUM_MMA_KV,NUM_WARPS_Q,NUM_WARPS_KV,ms,tflops,gb_per_s_est,measurement_mode,measurement_warmup,measurement_repeat,measurement_trials
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,2816,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1408,88,2,16,64,1,1,1,4,0.11634,3.172,793.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,2944,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1472,92,2,16,64,1,1,1,4,0.12047,3.203,800.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3072,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1536,96,2,16,64,1,1,1,4,0.12583,3.2,800.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3200,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1600,100,2,16,64,1,1,1,4,0.13006,3.225,806.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3328,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1664,104,2,16,64,1,1,1,4,0.13539,3.222,805.5,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3456,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1728,108,2,16,64,1,1,1,4,0.13948,3.248,811.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3584,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1792,112,2,16,64,1,1,1,4,0.14465,3.247,811.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3712,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1856,116,2,16,64,1,1,1,4,0.14868,3.272,818.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3840,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1920,120,2,16,64,1,1,1,4,0.1539,3.271,817.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,3968,8,32,8,128,16,fp16,1,fa2,,,,,0,1,1984,124,2,16,64,1,1,1,4,0.15821,3.287,821.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4096,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2048,128,2,16,64,1,1,1,4,0.1635,3.284,820.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4224,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2112,132,2,16,64,1,1,1,4,0.16784,3.299,824.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4352,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2176,136,2,16,64,1,1,1,4,0.17262,3.305,826.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4480,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2240,140,2,16,64,1,1,1,4,0.17678,3.322,830.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4608,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2304,144,2,16,64,1,1,1,4,0.18208,3.317,829.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4736,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2368,148,2,16,64,1,1,1,4,0.18645,3.329,832.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4864,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2432,152,2,16,64,1,1,1,4,0.19188,3.323,830.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,4992,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2496,156,2,16,64,1,1,1,4,0.19565,3.344,836.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5120,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2560,160,2,16,64,1,1,1,4,0.20093,3.34,835.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5248,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2624,164,2,16,64,1,1,1,4,0.20516,3.353,838.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5376,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2688,168,2,16,64,1,1,1,4,0.21053,3.347,836.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5504,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2752,172,2,16,64,1,1,1,4,0.21484,3.358,839.5,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5632,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2816,176,2,16,64,1,1,1,4,0.21963,3.361,840.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5760,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2880,180,2,16,64,1,1,1,4,0.22401,3.37,842.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,5888,8,32,8,128,16,fp16,1,fa2,,,,,0,1,2944,184,2,16,64,1,1,1,4,0.22928,3.366,841.5,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6016,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3008,188,2,16,64,1,1,1,4,0.23343,3.378,844.5,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6144,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3072,192,2,16,64,1,1,1,4,0.23863,3.375,843.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6272,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3136,196,2,16,64,1,1,1,4,0.24259,3.389,847.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6400,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3200,200,2,16,64,1,1,1,4,0.24807,3.382,845.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6528,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3264,204,2,16,64,1,1,1,4,0.25272,3.386,846.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6656,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3328,208,2,16,64,1,1,1,4,0.25719,3.392,848.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6784,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3392,212,2,16,64,1,1,1,4,0.2618,3.396,849.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,6912,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3456,216,2,16,64,1,1,1,4,0.26716,3.391,847.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7040,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3520,220,2,16,64,1,1,1,4,0.27087,3.407,851.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7168,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3584,224,2,16,64,1,1,1,4,0.27557,3.409,852.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7296,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3648,228,2,16,64,1,1,1,4,0.28104,3.403,850.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7424,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3712,232,2,16,64,1,1,1,4,0.28537,3.41,852.5,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7552,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3776,236,2,16,64,1,1,1,4,0.28984,3.415,853.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7680,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3840,240,2,16,64,1,1,1,4,0.2949,3.413,853.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7808,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3904,244,2,16,64,1,1,1,4,0.29935,3.419,854.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,7936,8,32,8,128,16,fp16,1,fa2,,,,,0,1,3968,248,2,16,64,1,1,1,4,0.30387,3.423,855.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,8064,8,32,8,128,16,fp16,1,fa2,,,,,0,1,4032,252,2,16,64,1,1,1,4,0.30834,3.428,857.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs8,8192,8,32,8,128,16,fp16,1,fa2,,,,,0,1,4096,256,2,16,64,1,1,1,4,0.31356,3.424,856.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,128,16,32,8,128,16,fp16,1,fa2,,,,,0,0,128,8,1,16,64,1,1,1,4,0.04105,0.817,204.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,256,16,32,8,128,16,fp16,1,fa2,,,,,0,0,256,16,1,16,64,1,1,1,4,0.04094,1.639,409.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,384,16,32,8,128,16,fp16,1,fa2,,,,,0,0,384,24,1,16,64,1,1,1,4,0.04162,2.418,604.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,512,16,32,8,128,16,fp16,1,fa2,,,,,0,0,512,32,1,16,64,1,1,1,4,0.04663,2.878,719.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,640,16,32,8,128,16,fp16,1,fa2,,,,,0,0,640,40,1,16,64,1,1,1,4,0.05581,3.006,751.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,768,16,32,8,128,16,fp16,1,fa2,,,,,0,0,768,48,1,16,64,1,1,1,4,0.06538,3.079,769.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,896,16,32,8,128,16,fp16,1,fa2,,,,,0,0,896,56,1,16,64,1,1,1,4,0.07463,3.147,786.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1024,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1024,64,1,16,64,1,1,1,4,0.08431,3.184,796.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1152,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1152,72,1,16,64,1,1,1,4,0.09356,3.228,807.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1280,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1280,80,1,16,64,1,1,1,4,0.10301,3.257,814.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1408,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1408,88,1,16,64,1,1,1,4,0.11227,3.288,821.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1536,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1536,96,1,16,64,1,1,1,4,0.12211,3.297,824.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1664,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1664,104,1,16,64,1,1,1,4,0.1314,3.32,829.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1792,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1792,112,1,16,64,1,1,1,4,0.14061,3.341,835.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,1920,16,32,8,128,16,fp16,1,fa2,,,,,0,0,1920,120,1,16,64,1,1,1,4,0.14974,3.361,840.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2048,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2048,128,1,16,64,1,1,1,4,0.15923,3.372,842.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2176,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2176,136,1,16,64,1,1,1,4,0.16857,3.384,846.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2304,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2304,144,1,16,64,1,1,1,4,0.17819,3.389,847.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2432,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2432,152,1,16,64,1,1,1,4,0.18766,3.397,849.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2560,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2560,160,1,16,64,1,1,1,4,0.19689,3.409,852.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2688,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2688,168,1,16,64,1,1,1,4,0.20638,3.414,853.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2816,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2816,176,1,16,64,1,1,1,4,0.21561,3.424,856.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,2944,16,32,8,128,16,fp16,1,fa2,,,,,0,0,2944,184,1,16,64,1,1,1,4,0.22514,3.428,857.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3072,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3072,192,1,16,64,1,1,1,4,0.23459,3.433,858.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3200,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3200,200,1,16,64,1,1,1,4,0.24381,3.441,860.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3328,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3328,208,1,16,64,1,1,1,4,0.25305,3.448,861.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3456,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3456,216,1,16,64,1,1,1,4,0.26312,3.443,860.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3584,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3584,224,1,16,64,1,1,1,4,0.27223,3.451,862.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3712,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3712,232,1,16,64,1,1,1,4,0.28135,3.459,864.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3840,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3840,240,1,16,64,1,1,1,4,0.291,3.459,864.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,3968,16,32,8,128,16,fp16,1,fa2,,,,,0,0,3968,248,1,16,64,1,1,1,4,0.30027,3.464,866.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4096,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4096,256,1,16,64,1,1,1,4,0.30956,3.469,867.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4224,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4224,264,1,16,64,1,1,1,4,0.31919,3.469,867.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4352,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4352,272,1,16,64,1,1,1,4,0.32845,3.473,868.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4480,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4480,280,1,16,64,1,1,1,4,0.33771,3.478,869.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4608,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4608,288,1,16,64,1,1,1,4,0.34749,3.476,869.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4736,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4736,296,1,16,64,1,1,1,4,0.35667,3.481,870.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4864,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4864,304,1,16,64,1,1,1,4,0.36578,3.486,871.5,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,4992,16,32,8,128,16,fp16,1,fa2,,,,,0,0,4992,312,1,16,64,1,1,1,4,0.37549,3.485,871.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5120,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5120,320,1,16,64,1,1,1,4,0.38472,3.489,872.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5248,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5248,328,1,16,64,1,1,1,4,0.39412,3.491,872.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5376,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5376,336,1,16,64,1,1,1,4,0.40354,3.492,873.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5504,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5504,344,1,16,64,1,1,1,4,0.41317,3.492,873.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5632,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5632,352,1,16,64,1,1,1,4,0.42231,3.496,874.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5760,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5760,360,1,16,64,1,1,1,4,0.43151,3.499,874.8,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,5888,16,32,8,128,16,fp16,1,fa2,,,,,0,0,5888,368,1,16,64,1,1,1,4,0.44089,3.501,875.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6016,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6016,376,1,16,64,1,1,1,4,0.45043,3.501,875.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6144,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6144,384,1,16,64,1,1,1,4,0.45934,3.506,876.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6272,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6272,392,1,16,64,1,1,1,4,0.46941,3.503,875.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6400,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6400,400,1,16,64,1,1,1,4,0.47865,3.505,876.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6528,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6528,408,1,16,64,1,1,1,4,0.48893,3.5,875.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6656,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6656,416,1,16,64,1,1,1,4,0.49762,3.506,876.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6784,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6784,424,1,16,64,1,1,1,4,0.507,3.508,876.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6912,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6912,432,1,16,64,1,1,1,4,0.51689,3.505,876.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7040,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7040,440,1,16,64,1,1,1,4,0.5257,3.511,877.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7168,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7168,448,1,16,64,1,1,1,4,0.53551,3.509,877.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7296,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7296,456,1,16,64,1,1,1,4,0.54442,3.513,878.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7424,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7424,464,1,16,64,1,1,1,4,0.5545,3.51,877.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7552,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7552,472,1,16,64,1,1,1,4,0.56344,3.514,878.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7680,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7680,480,1,16,64,1,1,1,4,0.57254,3.516,879.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7808,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7808,488,1,16,64,1,1,1,4,0.58255,3.514,878.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7936,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7936,496,1,16,64,1,1,1,4,0.59155,3.517,879.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,8064,16,32,8,128,16,fp16,1,fa2,,,,,0,0,8064,504,1,16,64,1,1,1,4,0.60113,3.517,879.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,8192,16,32,8,128,16,fp16,1,fa2,,,,,0,0,8192,512,1,16,64,1,1,1,4,0.61085,3.516,878.9,median,100,100,10
